student_id,name,major,gpa_start,archetype,gpa_start,att_month1,avg_it1,avg_roll_w4,engagement_score,lms_logins_per_week,forum_posts,predicted_risk,prob_low,prob_medium,prob_high,true_risk,correct
STU0240,Isabella Wilson,Electronics,1.71,0,1.71,46.2,44.9,56.82000000000001,8.606166666666667,3.9,6,High,0.0,0.403,0.596,High,True
STU0352,Kavya Khan,Mathematics,1.68,5,1.68,61.6,26.7,54.7,25.325333333333333,8.3,35,High,0.0,0.41,0.59,High,True
STU0269,Sneha Sharma,Electronics,1.97,0,1.97,39.1,53.7,56.760000000000005,12.7635,1.6,22,High,0.001,0.41,0.589,High,True
STU0482,Noor Ali,Mathematics,2.31,0,2.31,56.2,51.7,55.760000000000005,10.483333333333334,7.5,12,High,0.002,0.41,0.588,High,True
STU0441,Riya Malik,Computer Science,3.72,3,3.72,39.0,52.0,53.720000000000006,17.499833333333335,3.7,19,High,0.007,0.406,0.587,High,True
STU0059,Aditya Shah,Electronics,2.85,3,2.85,76.6,44.8,53.8,15.626333333333335,9.1,5,High,0.003,0.414,0.583,High,True
STU0201,Anjali Smith,Mechanical,1.93,4,1.93,60.4,43.6,56.220000000000006,9.912666666666668,7.4,0,High,0.001,0.42,0.579,High,True
STU0291,Fatima Miller,Mechanical,2.04,3,2.04,62.3,49.8,55.52,19.010666666666665,9.0,17,High,0.002,0.419,0.579,High,True
STU0292,Suresh Smith,Computer Science,2.8,0,2.8,48.6,50.0,54.839999999999996,18.552,4.2,26,High,0.003,0.419,0.579,Medium,False
STU0181,Zara Singh,Data Science,2.03,3,2.03,52.6,51.9,55.7,22.487666666666666,7.6,25,High,0.002,0.42,0.578,High,True
STU0111,Omar Kumar,Electronics,3.38,1,3.38,54.0,50.5,54.4,11.844666666666669,2.4,10,High,0.004,0.424,0.572,Medium,False
STU0312,Riya Rao,Data Science,2.11,0,2.11,58.5,38.8,55.56,15.907166666666667,5.6,20,High,0.0,0.428,0.571,High,True
STU0401,Rohan Ahmed,Mechanical,2.04,5,2.04,48.6,28.5,55.92,17.87683333333333,7.4,16,High,0.0,0.446,0.554,High,True
STU0317,Emma Verma,Electronics,2.29,0,2.29,40.8,48.6,57.17999999999999,7.327166666666667,5.7,10,High,0.001,0.448,0.551,Medium,False
STU0145,Lakshmi Davis,Mechanical,1.6,3,1.6,76.2,54.6,56.44,19.06516666666667,7.8,20,High,0.002,0.45,0.548,High,True
STU0376,Hassan Shah,Mathematics,2.69,0,2.69,57.4,50.8,55.25999999999999,19.951,2.8,27,High,0.003,0.451,0.547,High,True
STU0102,Amara Shah,Civil,2.66,5,2.66,66.0,31.2,54.58,17.875833333333336,8.7,27,High,0.001,0.455,0.545,Medium,False
STU0078,Kavya Taylor,Electronics,1.72,5,1.72,60.3,33.1,56.519999999999996,15.097000000000001,5.3,11,High,0.0,0.455,0.545,Medium,False
STU0098,Ishaan Malik,Civil,2.17,0,2.17,56.0,47.1,56.02,20.32183333333333,3.6,36,High,0.001,0.457,0.542,High,True
STU0424,Ayaan Malik,Civil,1.79,0,1.79,56.7,41.5,56.67999999999999,17.277,5.6,17,High,0.001,0.457,0.542,Medium,False
STU0052,Shreya Nair,Civil,2.38,2,2.38,69.5,58.4,55.9,16.606833333333334,12.0,17,High,0.009,0.454,0.537,High,True
STU0064,Charlotte Sharma,Data Science,2.07,0,2.07,44.9,43.8,57.0,15.712666666666667,4.4,9,High,0.001,0.463,0.536,High,True
STU0065,Vihaan Miller,Data Science,1.87,2,1.87,39.1,49.7,58.239999999999995,9.270666666666667,2.9,4,High,0.001,0.469,0.53,High,True
STU0303,Kavya Wilson,Data Science,1.35,0,1.35,58.3,53.5,58.08,15.416166666666665,7.9,24,High,0.001,0.474,0.525,High,True
STU0301,Emma Patel,Data Science,1.74,1,1.74,50.3,53.7,58.279999999999994,8.889666666666667,5.5,8,High,0.002,0.475,0.524,Medium,False
STU0398,Isabella Miller,Civil,1.81,2,1.81,40.4,53.5,58.52,9.772666666666668,5.3,20,High,0.002,0.481,0.518,High,True
STU0493,Kavya Brown,Mathematics,2.06,6,2.06,51.2,71.1,57.8,16.928833333333333,7.8,9,High,0.019,0.467,0.514,High,True
STU0427,Divya Brown,Computer Science,2.18,3,2.18,45.9,55.0,57.620000000000005,14.427666666666667,8.7,15,High,0.004,0.484,0.512,Medium,False
STU0104,Yusuf Chaudhary,Mathematics,2.12,1,2.12,52.6,48.2,57.2,17.005333333333333,9.5,19,High,0.002,0.491,0.507,Medium,False
STU0468,Priya Brown,Data Science,2.23,2,2.23,58.0,40.4,56.82000000000001,13.737833333333333,9.9,19,High,0.001,0.492,0.507,High,True
STU0218,Olivia Joshi,Mathematics,1.94,0,1.94,70.3,46.6,57.2,11.524666666666668,3.1,28,High,0.001,0.496,0.504,Medium,False
STU0419,Pooja Jones,Mathematics,2.28,0,2.28,81.0,47.6,56.02,17.541500000000003,9.3,21,High,0.003,0.497,0.5,High,True
STU0057,Olivia Davis,Electronics,1.83,0,1.83,37.2,52.1,59.14,7.509666666666666,4.6,6,Medium,0.001,0.5,0.498,Medium,True
STU0146,Charlotte Khan,Civil,2.52,0,2.52,41.0,51.1,57.17999999999999,18.986333333333334,1.9,33,Medium,0.002,0.505,0.493,High,False
STU0390,Leila Ali,Mechanical,1.0,0,1.0,69.1,54.5,58.58,21.141333333333332,7.5,28,Medium,0.001,0.51,0.489,Medium,True
STU0073,Noor Mirza,Electronics,2.32,0,2.32,55.9,58.7,57.82000000000001,11.832666666666668,2.9,16,Medium,0.004,0.509,0.487,Medium,True
STU0028,Nandini Davis,Electronics,1.69,1,1.69,71.4,49.7,58.120000000000005,11.842666666666668,6.2,17,Medium,0.001,0.519,0.479,Medium,True
STU0139,Anjali Williams,Mathematics,2.03,2,2.03,46.2,53.9,58.779999999999994,10.106,4.1,12,Medium,0.002,0.52,0.478,High,False
STU0125,Pooja Kumar,Computer Science,3.42,3,3.42,25.6,58.5,57.379999999999995,12.501,6.8,9,Medium,0.02,0.511,0.469,High,False
STU0208,Pooja Joshi,Mathematics,2.81,3,2.81,47.1,55.4,57.32000000000001,17.635,7.0,27,Medium,0.009,0.53,0.461,High,False
STU0481,Sneha Gupta,Data Science,1.31,3,1.31,58.1,63.5,59.61999999999999,16.591666666666665,8.5,19,Medium,0.005,0.535,0.46,Medium,True
STU0475,Sophia Brown,Computer Science,1.87,0,1.87,58.0,50.2,58.9,11.2625,2.7,15,Medium,0.001,0.546,0.453,Medium,True
STU0219,Vijay Rao,Mechanical,1.67,5,1.67,69.4,44.8,57.86,23.281166666666667,11.0,36,Medium,0.002,0.551,0.448,Medium,True
STU0047,Krishna Verma,Data Science,1.48,0,1.48,55.0,59.6,59.779999999999994,14.574166666666667,6.8,11,Medium,0.004,0.549,0.447,Medium,True
STU0329,Aarav Reddy,Data Science,2.8,5,2.8,71.5,34.0,56.239999999999995,18.294333333333334,7.1,32,Medium,0.001,0.56,0.439,Medium,True
STU0430,Sai Taylor,Mathematics,1.98,6,1.98,71.5,67.2,59.44,5.9365000000000006,4.4,5,Medium,0.008,0.556,0.436,High,False
STU0370,Hassan Nair,Computer Science,3.15,3,3.15,51.1,47.2,57.86,7.732333333333333,8.7,14,Medium,0.006,0.571,0.423,High,False
STU0130,Amara Miller,Mathematics,3.44,5,3.44,31.3,27.0,57.94,4.689333333333334,5.0,8,Medium,0.001,0.586,0.414,High,False
STU0451,Vihaan Ahmed,Mechanical,2.19,0,2.19,63.4,55.2,59.220000000000006,9.913666666666666,4.4,17,Medium,0.003,0.584,0.413,Medium,True
STU0090,Vijay Hassan,Mathematics,2.0,0,2.0,48.8,54.9,59.839999999999996,13.149333333333333,9.5,10,Medium,0.006,0.583,0.411,Medium,True
STU0014,Amir Davis,Mechanical,2.51,0,2.51,61.9,57.5,58.739999999999995,11.322333333333333,6.1,28,Medium,0.007,0.583,0.41,Medium,True
STU0285,Sophia Ali,Mechanical,1.69,5,1.69,82.3,33.7,58.14,20.111166666666666,13.0,14,Medium,0.001,0.592,0.407,Medium,True
STU0035,Omar Ahmed,Mathematics,1.6,0,1.6,94.7,49.2,58.220000000000006,22.109833333333334,9.8,24,Medium,0.003,0.594,0.403,High,False
STU0211,Fatima Miller,Computer Science,1.82,4,1.82,45.7,33.2,60.0,10.8125,4.6,13,Medium,0.0,0.602,0.398,Medium,True
STU0459,Sneha Smith,Mathematics,1.06,2,1.06,66.7,39.9,60.279999999999994,15.6565,7.6,25,Medium,0.0,0.603,0.397,High,False
STU0422,Olivia Joshi,Electronics,1.87,0,1.87,63.8,52.8,59.42,18.55966666666667,10.6,18,Medium,0.005,0.601,0.394,Medium,True
STU0465,Vihaan Kumar,Computer Science,1.95,1,1.95,55.2,62.8,60.58,12.019166666666667,6.0,11,Medium,0.009,0.61,0.382,Medium,True
STU0022,Olivia Moore,Computer Science,3.35,5,3.35,56.2,32.6,57.17999999999999,18.267333333333337,5.5,14,Medium,0.002,0.619,0.379,Medium,True
STU0457,Aarav Johnson,Electronics,2.35,0,2.35,62.8,61.6,58.52,28.967666666666666,8.8,35,Medium,0.021,0.604,0.375,Medium,True
STU0216,Kiran Singh,Data Science,2.81,2,2.81,52.9,50.7,58.8,17.207,6.3,16,Medium,0.007,0.619,0.373,High,False
STU0091,Hassan Patel,Mathematics,1.65,0,1.65,68.0,59.7,60.42,16.735666666666667,7.6,24,Medium,0.006,0.625,0.369,Medium,True
STU0129,Noah Davis,Mathematics,1.23,2,1.23,86.9,59.1,60.52,17.56116666666667,12.0,10,Medium,0.007,0.632,0.362,Medium,True
STU0359,Arjun Mirza,Civil,2.67,3,2.67,26.2,55.7,60.839999999999996,9.757166666666667,3.4,17,Medium,0.007,0.632,0.361,Medium,True
STU0456,Riya Kumar,Mechanical,2.4,3,2.4,69.2,52.8,59.04,19.352833333333333,12.3,11,Medium,0.013,0.628,0.36,High,False
STU0239,Ananya Jones,Computer Science,1.96,4,1.96,65.0,41.7,59.56,20.509999999999998,9.9,24,Medium,0.002,0.643,0.355,Medium,True
STU0237,Priya Joshi,Mathematics,2.81,2,2.81,30.8,50.7,59.379999999999995,28.092333333333336,5.8,35,Medium,0.01,0.645,0.345,Medium,True
STU0372,Kavya Kumar,Mechanical,1.64,1,1.64,50.9,55.0,61.42,18.5995,10.2,12,Medium,0.006,0.654,0.34,Medium,True
STU0417,Liam Chaudhary,Data Science,1.95,0,1.95,88.8,54.1,59.580000000000005,19.310333333333336,9.8,9,Medium,0.008,0.654,0.339,Medium,True
STU0368,Riya Wilson,Mechanical,1.9,0,1.9,55.7,52.1,60.46,22.754833333333334,13.9,31,Medium,0.009,0.655,0.337,High,False
STU0020,Riya Chaudhary,Electronics,2.26,2,2.26,46.3,48.2,61.1,10.868333333333334,5.0,16,Medium,0.003,0.665,0.332,Medium,True
STU0122,Shreya Johnson,Computer Science,2.21,3,2.21,65.1,57.6,60.85999999999999,10.371666666666666,8.3,10,Medium,0.009,0.661,0.33,Medium,True
STU0461,Olivia Jones,Mathematics,1.32,6,1.32,63.9,56.8,61.879999999999995,16.975833333333334,9.4,33,Medium,0.004,0.672,0.324,High,False
STU0262,Yusuf Wilson,Computer Science,2.25,2,2.25,26.2,52.3,62.4,7.846833333333334,0.0,10,Medium,0.003,0.675,0.322,Medium,True
STU0087,Sophia Mirza,Mathematics,1.83,0,1.83,70.1,48.4,60.48,22.806,6.9,17,Medium,0.003,0.679,0.318,High,False
STU0322,Divya Ansari,Mechanical,2.13,6,2.13,48.4,68.2,61.32000000000001,20.321,6.6,28,Medium,0.026,0.656,0.318,High,False
STU0184,Rohan Hassan,Civil,1.91,2,1.91,65.6,44.7,60.54,20.664,8.1,19,Medium,0.003,0.68,0.317,High,False
STU0147,Pooja Malik,Civil,3.03,2,3.03,13.4,53.8,61.239999999999995,16.382166666666667,8.7,10,Medium,0.021,0.667,0.312,High,False
STU0314,Sneha Miller,Mechanical,1.56,0,1.56,50.5,50.8,62.540000000000006,12.528500000000001,3.8,9,Medium,0.002,0.689,0.309,Medium,True
STU0425,Tariq Ahmed,Computer Science,1.57,2,1.57,60.4,47.5,61.760000000000005,17.081166666666668,4.9,20,Medium,0.002,0.69,0.308,High,False
STU0442,Aditya Chaudhary,Mathematics,1.24,0,1.24,70.4,55.7,62.02,21.8945,10.0,14,Medium,0.006,0.694,0.301,Medium,True
STU0447,Aarav Sharma,Electronics,2.42,0,2.42,50.9,51.9,60.96,20.232666666666667,9.8,0,Medium,0.013,0.688,0.298,Medium,True
STU0309,Vihaan Ali,Computer Science,2.28,0,2.28,52.9,60.4,61.839999999999996,14.227833333333333,5.0,17,Medium,0.012,0.696,0.292,Medium,True
STU0051,Isabella Brown,Computer Science,2.32,3,2.32,38.7,50.7,62.48,7.649333333333334,3.4,10,Medium,0.004,0.704,0.292,High,False
STU0058,Ananya Smith,Civil,2.76,0,2.76,67.7,55.3,60.739999999999995,10.163666666666668,3.6,15,Medium,0.009,0.7,0.291,Medium,True
STU0170,Shreya Malik,Electronics,1.55,5,1.55,82.7,30.6,60.3,26.499833333333335,11.7,27,Medium,0.001,0.71,0.289,Medium,True
STU0190,Anjali Ansari,Civil,1.95,5,1.95,60.1,29.7,60.459999999999994,26.078166666666668,8.9,36,Medium,0.001,0.711,0.288,Medium,True
STU0095,Vijay Davis,Computer Science,3.05,5,3.05,56.3,38.4,60.120000000000005,13.969333333333333,4.9,11,Medium,0.003,0.711,0.286,Medium,True
STU0284,Sophia Malik,Data Science,2.28,0,2.28,81.7,51.9,60.52,18.100000000000005,6.2,21,Medium,0.006,0.709,0.284,High,False
STU0054,Yusuf Brown,Mechanical,1.62,2,1.62,56.1,58.6,62.879999999999995,14.734000000000002,6.8,27,Medium,0.006,0.713,0.281,Medium,True
STU0154,Zara Kumar,Data Science,1.66,2,1.66,57.0,55.5,63.0,11.8945,9.2,3,Medium,0.007,0.713,0.28,Medium,True
STU0299,Vihaan Ansari,Mechanical,2.81,2,2.81,24.6,59.4,63.0,3.5313333333333334,4.0,3,Medium,0.014,0.706,0.28,High,False
STU0366,Sophia Brown,Mechanical,1.68,1,1.68,49.9,58.5,63.379999999999995,13.865000000000002,5.9,12,Medium,0.007,0.722,0.271,Medium,True
STU0348,Tanvi Malik,Electronics,1.82,0,1.82,50.5,56.7,63.08,15.232000000000001,3.7,18,Medium,0.005,0.727,0.267,Medium,True
STU0429,Vijay Khan,Civil,3.13,0,3.13,46.7,60.7,61.620000000000005,12.854833333333334,3.5,8,Medium,0.029,0.714,0.258,Medium,True
STU0415,Tanvi Reddy,Civil,2.93,0,2.93,34.6,53.9,62.3,13.6055,5.8,16,Medium,0.015,0.733,0.251,Medium,True
STU0474,Kiran Shah,Data Science,1.5,1,1.5,82.8,59.2,62.48,21.734833333333334,9.4,29,Medium,0.01,0.742,0.249,Medium,True
STU0436,Aryan Miller,Computer Science,3.1,1,3.1,64.1,57.9,61.5,9.345,8.2,2,Medium,0.032,0.723,0.246,Medium,True
STU0063,Anjali Williams,Mechanical,2.23,0,2.23,79.8,51.4,61.78000000000001,15.024333333333335,11.8,18,Medium,0.01,0.744,0.245,High,False
STU0238,Aarav Taylor,Data Science,2.03,6,2.03,68.0,71.9,62.86,18.800833333333333,3.3,10,Medium,0.035,0.722,0.243,High,False
STU0055,Sneha Verma,Computer Science,3.15,1,3.15,32.4,59.2,62.35999999999999,14.5425,0.2,10,Medium,0.021,0.736,0.243,Medium,True
STU0288,Neha Verma,Civil,3.02,3,3.02,82.0,46.4,59.919999999999995,21.806500000000003,10.9,27,Medium,0.015,0.742,0.243,High,False
STU0307,Vivaan Patel,Mathematics,2.44,3,2.44,81.2,53.6,61.14000000000001,21.309,7.6,26,Medium,0.013,0.746,0.242,Medium,True
STU0002,Neha Shah,Mathematics,2.34,0,2.34,44.0,59.9,63.64,9.807500000000001,6.3,6,Medium,0.016,0.744,0.24,Medium,True
STU0484,Isabella Williams,Mathematics,2.79,0,2.79,62.1,57.6,62.3,8.803833333333333,5.4,16,Medium,0.016,0.746,0.239,Medium,True
STU0460,Aryan Shah,Electronics,2.28,2,2.28,43.6,50.2,62.86,18.651500000000002,8.9,22,Medium,0.009,0.752,0.239,High,False
STU0444,Charlotte Ali,Electronics,3.6,1,3.6,68.3,54.0,60.14,16.22116666666667,8.8,12,Medium,0.043,0.719,0.237,Medium,True
STU0112,Olivia Patel,Civil,1.7,5,1.7,52.6,34.4,62.9,22.133333333333333,6.7,25,Medium,0.001,0.765,0.234,Medium,True
STU0479,Sophia Malik,Mechanical,2.98,0,2.98,25.0,60.1,63.239999999999995,12.388333333333332,3.7,23,Medium,0.024,0.744,0.233,Medium,True
STU0155,Hassan Ansari,Mechanical,1.33,5,1.33,68.3,33.8,63.7,11.730666666666668,7.2,13,Medium,0.0,0.769,0.231,Medium,True
STU0045,Pooja Gupta,Computer Science,1.41,0,1.41,64.8,63.2,64.64000000000001,14.274166666666668,5.0,10,Medium,0.009,0.768,0.223,Medium,True
STU0021,Shreya Hassan,Data Science,2.0,0,2.0,49.4,66.6,63.48,24.466,10.2,33,Medium,0.043,0.737,0.22,Medium,True
STU0046,Arjun Verma,Mechanical,2.44,0,2.44,65.2,49.6,62.9,14.431333333333335,9.0,4,Medium,0.011,0.776,0.213,Medium,True
STU0228,Aryan Davis,Electronics,2.08,6,2.08,49.9,65.3,64.16,17.457833333333333,2.1,25,Medium,0.017,0.77,0.213,High,False
STU0385,Anjali Siddiqui,Computer Science,2.02,5,2.02,59.2,44.9,63.96,11.818833333333332,7.1,9,Medium,0.003,0.789,0.208,Medium,True
STU0152,Emma Moore,Electronics,3.02,0,3.02,35.9,59.8,63.9,7.421166666666666,4.1,19,Medium,0.024,0.771,0.205,Medium,True
STU0403,Rahul Reddy,Mathematics,2.47,6,2.47,52.6,67.6,64.96000000000001,3.471666666666667,1.1,4,Medium,0.022,0.78,0.197,High,False
STU0151,Ayaan Ahmed,Mathematics,2.65,0,2.65,64.2,56.4,63.260000000000005,14.559333333333333,4.7,18,Medium,0.016,0.789,0.195,Medium,True
STU0120,Ananya Taylor,Mechanical,2.34,0,2.34,75.3,58.7,62.54,27.227833333333333,12.1,24,Medium,0.043,0.766,0.191,Medium,True
STU0142,Yusuf Malik,Mathematics,2.75,5,2.75,43.5,42.4,63.279999999999994,19.44516666666667,10.0,19,Medium,0.009,0.801,0.19,Medium,True
STU0086,Mia Nair,Computer Science,2.17,0,2.17,60.8,59.5,64.38,14.2025,12.9,7,Medium,0.033,0.779,0.188,Medium,True
STU0003,Sneha Verma,Mechanical,2.66,2,2.66,63.5,66.8,63.58,16.149166666666666,5.5,8,Medium,0.055,0.759,0.186,Medium,True
STU0176,Amara Siddiqui,Computer Science,3.15,4,3.15,69.9,46.6,62.279999999999994,16.437833333333334,6.1,5,Medium,0.014,0.801,0.185,Medium,True
STU0486,Vihaan Taylor,Electronics,2.92,4,2.92,42.4,54.0,63.14,25.062166666666663,7.6,35,Medium,0.029,0.789,0.182,Medium,True
STU0491,Aryan Ansari,Electronics,2.1,5,2.1,65.8,37.3,63.879999999999995,17.029,11.5,17,Medium,0.003,0.818,0.179,Medium,True
STU0290,Riya Williams,Mechanical,3.1,0,3.1,66.9,54.7,63.35999999999999,9.291,4.6,10,Medium,0.02,0.803,0.177,Medium,True
STU0194,Reyansh Verma,Computer Science,1.05,0,1.05,65.7,52.4,66.2,14.609833333333334,4.2,20,Medium,0.002,0.822,0.176,Medium,True
STU0334,Liam Chaudhary,Data Science,2.0,0,2.0,72.2,54.0,63.720000000000006,24.9065,15.4,28,Medium,0.026,0.798,0.176,Medium,True
STU0298,Divya Wilson,Computer Science,2.25,0,2.25,75.2,49.6,63.379999999999995,25.820333333333334,9.7,38,Medium,0.012,0.82,0.168,High,False
STU0361,Rahul Johnson,Mathematics,2.04,0,2.04,69.5,60.1,65.14,16.63266666666667,11.8,2,Medium,0.035,0.806,0.159,Medium,True
STU0289,Anjali Siddiqui,Computer Science,2.64,6,2.64,62.7,69.7,64.46000000000001,16.986833333333337,4.7,18,Medium,0.069,0.772,0.159,High,False
STU0379,Vihaan Chaudhary,Mathematics,2.24,2,2.24,59.4,57.5,65.58,11.302999999999999,5.5,6,Medium,0.015,0.826,0.158,Medium,True
STU0296,Neha Shah,Data Science,2.84,5,2.84,62.5,42.3,63.36,21.740166666666667,7.9,31,Medium,0.009,0.833,0.158,Medium,True
STU0107,Kavya Shah,Data Science,2.57,4,2.57,56.7,48.8,64.88,12.484,6.2,7,Medium,0.01,0.833,0.157,Medium,True
STU0224,Suresh Ansari,Mathematics,2.1,1,2.1,68.0,56.7,65.82000000000001,7.692666666666666,5.5,18,Medium,0.01,0.836,0.154,Medium,True
STU0007,Vihaan Shah,Computer Science,2.9,2,2.9,53.4,59.2,64.66,16.276666666666667,3.3,31,Medium,0.027,0.823,0.15,Medium,True
STU0320,Lakshmi Smith,Data Science,2.1,6,2.1,50.8,64.1,65.96000000000001,19.085833333333333,8.9,18,Medium,0.042,0.81,0.148,High,False
STU0076,Arjun Patel,Electronics,3.28,2,3.28,36.6,53.6,65.08,10.806000000000001,4.9,10,Medium,0.028,0.826,0.146,High,False
STU0353,Arjun Malik,Mathematics,3.4,5,3.4,54.7,32.4,63.220000000000006,18.98616666666667,8.3,14,Medium,0.007,0.848,0.145,Medium,True
STU0103,Divya Rao,Mechanical,2.03,4,2.03,69.0,52.3,65.1,22.7785,8.9,27,Medium,0.013,0.842,0.145,Medium,True
STU0227,Tanvi Kumar,Mechanical,2.66,4,2.66,74.7,46.9,64.16,16.771166666666666,9.1,22,Medium,0.012,0.842,0.145,Medium,True
STU0132,Fatima Williams,Electronics,3.11,0,3.11,31.8,53.4,65.67999999999999,10.565166666666666,9.0,5,Medium,0.037,0.823,0.141,Medium,True
STU0311,Vijay Singh,Computer Science,2.76,3,2.76,63.5,57.2,64.66,18.67683333333333,6.6,21,Medium,0.033,0.827,0.141,Medium,True
STU0236,Zara Malik,Mechanical,2.96,1,2.96,64.1,69.8,64.9,10.923,5.6,8,Medium,0.096,0.763,0.141,Low,False
STU0150,Riya Joshi,Electronics,1.87,2,1.87,35.3,64.1,67.1,23.493333333333332,6.0,32,Medium,0.029,0.835,0.135,Medium,True
STU0271,Yasmin Patel,Mechanical,2.08,2,2.08,56.9,54.6,66.78,12.368166666666667,6.6,12,Medium,0.012,0.856,0.132,Medium,True
STU0225,Liam Williams,Civil,2.03,0,2.03,56.5,51.8,66.17999999999999,21.925,11.3,21,Medium,0.018,0.853,0.13,Medium,True
STU0346,Fatima Siddiqui,Data Science,2.31,2,2.31,55.8,59.5,66.32000000000001,16.96366666666667,6.2,38,Medium,0.022,0.85,0.128,Medium,True
STU0182,Aarav Ali,Mathematics,2.69,4,2.69,65.1,50.0,65.22,17.481333333333335,3.3,27,Medium,0.011,0.862,0.127,Medium,True
STU0278,Suresh Mirza,Mathematics,3.54,3,3.54,71.2,59.4,63.67999999999999,16.331,7.3,11,Medium,0.091,0.782,0.127,Medium,True
STU0321,Nandini Kumar,Computer Science,3.42,3,3.42,43.7,53.5,65.17999999999999,14.857833333333334,2.3,27,Medium,0.027,0.849,0.124,Medium,True
STU0106,Isabella Ahmed,Civil,2.06,2,2.06,64.6,57.4,66.02000000000001,25.874166666666667,10.9,22,Medium,0.035,0.843,0.122,Medium,True
STU0158,Rahul Jones,Civil,2.51,2,2.51,44.8,61.0,67.72,3.0763333333333334,3.0,6,Medium,0.02,0.857,0.122,Medium,True
STU0499,Yusuf Rao,Mathematics,2.89,0,2.89,34.6,59.9,67.3,5.365000000000001,5.5,9,Medium,0.036,0.844,0.121,Medium,True
STU0412,Reyansh Gupta,Mechanical,3.04,3,3.04,65.0,54.9,65.64,9.813500000000001,6.5,19,Medium,0.029,0.853,0.119,Medium,True
STU0192,Vijay Davis,Data Science,2.37,1,2.37,73.1,63.7,65.94000000000001,20.040499999999998,9.7,24,Medium,0.062,0.822,0.115,Medium,True
STU0175,Rohan Jones,Computer Science,3.77,2,3.77,47.2,55.7,63.92,23.923166666666667,9.0,20,Medium,0.119,0.766,0.115,Medium,True
STU0244,Charlotte Brown,Computer Science,2.97,3,2.97,61.1,67.0,65.88,15.116166666666667,6.1,28,Medium,0.089,0.8,0.112,Medium,True
STU0029,Aarav Brown,Data Science,1.46,0,1.46,56.6,64.6,68.94,17.140333333333334,4.8,11,Medium,0.02,0.875,0.105,Medium,True
STU0109,Pooja Hassan,Civil,1.51,2,1.51,62.7,63.7,69.02000000000001,12.026833333333336,8.5,13,Medium,0.023,0.874,0.103,Medium,True
STU0386,Sneha Moore,Mechanical,2.78,2,2.78,36.7,57.8,68.16,6.989000000000001,1.4,6,Medium,0.021,0.875,0.103,High,False
STU0306,Divya Sharma,Data Science,2.94,3,2.94,53.3,57.4,65.74,24.156499999999998,13.1,30,Medium,0.094,0.803,0.102,Medium,True
STU0384,Vihaan Joshi,Mechanical,2.9,2,2.9,65.5,62.9,67.22,8.021333333333335,3.5,1,Medium,0.05,0.852,0.098,Medium,True
STU0256,Yasmin Moore,Electronics,2.49,0,2.49,57.9,51.3,67.0,20.4215,8.1,28,Medium,0.021,0.881,0.098,Medium,True
STU0167,Amir Verma,Mathematics,2.15,6,2.15,71.6,76.5,67.66,13.539333333333333,9.4,7,Medium,0.153,0.751,0.096,High,False
STU0248,Mia Rao,Data Science,2.61,0,2.61,43.6,62.1,68.74,7.003333333333333,2.8,8,Medium,0.032,0.874,0.094,Medium,True
STU0206,Lakshmi Rao,Mathematics,2.18,0,2.18,55.6,55.8,68.26,16.352333333333334,6.8,13,Medium,0.022,0.885,0.093,Medium,True
STU0455,Noah Sharma,Mechanical,2.62,0,2.62,24.0,70.9,68.38,19.342,8.4,25,Medium,0.151,0.76,0.09,Medium,True
STU0375,Aditya Sharma,Mechanical,1.76,6,1.76,43.4,77.3,69.7,14.794166666666666,8.7,6,Medium,0.128,0.782,0.09,Medium,True
STU0160,Ishaan Davis,Mathematics,1.95,6,1.95,53.2,71.8,69.38,14.012333333333332,4.2,20,Medium,0.055,0.856,0.089,Medium,True
STU0362,Hassan Williams,Mechanical,2.41,4,2.41,65.9,51.3,67.1,24.56716666666667,13.8,23,Medium,0.042,0.871,0.087,Medium,True
STU0019,Vijay Ali,Computer Science,1.75,2,1.75,66.3,57.4,68.6,23.948333333333334,13.4,19,Medium,0.04,0.877,0.083,Medium,True
STU0327,Aarav Joshi,Civil,3.04,0,3.04,44.2,60.4,68.88000000000001,7.0101666666666675,2.7,14,Medium,0.042,0.879,0.079,Medium,True
STU0409,Leila Rao,Data Science,2.43,0,2.43,56.4,64.7,69.4,9.754,4.7,4,Medium,0.05,0.872,0.078,Medium,True
STU0039,Neha Mirza,Data Science,2.56,0,2.56,45.3,63.9,69.46000000000001,12.806000000000001,3.8,14,Medium,0.051,0.874,0.076,Medium,True
STU0258,Ishaan Miller,Mathematics,2.91,2,2.91,29.1,65.0,69.06,13.693333333333335,8.9,4,Medium,0.134,0.791,0.075,Medium,True
STU0016,Meera Joshi,Mechanical,2.6,2,2.6,89.0,53.7,67.34,19.5845,7.5,13,Medium,0.034,0.892,0.074,Medium,True
STU0305,Noor Khan,Computer Science,3.02,0,3.02,63.1,60.1,68.02000000000001,15.427833333333334,7.2,16,Medium,0.079,0.85,0.071,Medium,True
STU0337,Aarav Sharma,Mathematics,1.69,2,1.69,63.2,60.0,69.88000000000001,22.059833333333334,11.0,17,Medium,0.04,0.889,0.07,Medium,True
STU0383,Aryan Moore,Mathematics,3.17,2,3.17,59.3,52.0,68.04,15.764000000000003,3.3,16,Medium,0.032,0.899,0.069,Medium,True
STU0264,Ava Mirza,Mathematics,2.73,5,2.73,68.6,45.4,68.34,15.967,8.1,22,Medium,0.016,0.916,0.068,Medium,True
